frame,droplet_id,area_px,centroid_y,centroid_x,eccentricity,equivalent_diameter_px,perimeter_px,solidity,major_axis_px,minor_axis_px
0,50,1.0,209.0,3380.0,0.0,1.1283791670955126,0.0,1.0,0.0,0.0
0,51,963.0,257.3021806853583,3582.1640706126686,0.9291480896786408,35.01613458935697,438.5462479183374,0.5205405405405406,76.51341068951751,28.28760163896895
0,52,1.0,216.0,2163.0,0.0,1.1283791670955126,0.0,1.0,0.0,0.0
0,53,1.0,224.0,1575.0,0.0,1.1283791670955126,0.0,1.0,0.0,0.0
0,54,1.0,234.0,955.0,0.0,1.1283791670955126,0.0,1.0,0.0,0.0
0,55,1.0,235.0,952.0,0.0,1.1283791670955126,0.0,1.0,0.0,0.0
0,56,3.0,242.33333333333334,1191.6666666666667,0.816496580927726,1.9544100476116797,3.414213562373095,1.0,2.3094010767585034,1.3333333333333333
0,57,4.0,248.25,2656.75,0.9128709291752769,2.256758334191025,3.2071067811865475,0.8,3.4641016151377544,1.4142135623730951
0,58,2.0,253.5,2195.0,1.0,1.5957691216057308,0.0,1.0,2.0,0.0
0,59,2.0,263.0,763.5,1.0,1.5957691216057308,0.0,1.0,2.0,0.0
0,60,1.0,268.0,3231.0,0.0,1.1283791670955126,0.0,1.0,0.0,0.0
0,61,10.0,270.9,2736.8,0.6546536707079772,3.5682482323055424,8.207106781186548,0.9090909090909091,4.098780306383839,3.098386676965933
0,62,123.0,287.0,291.8455284552846,0.7767825483180382,12.514330345744634,83.97665940288702,0.5694444444444444,20.627005131583186,12.990246417519286
0,63,11.0,284.27272727272725,565.9090909090909,0.8696694471536168,3.742410318509555,10.242640687119286,1.0,5.196736578748782,2.565288636898107
0,64,3.0,283.6666666666667,280.3333333333333,0.816496580927726,1.9544100476116797,3.414213562373095,1.0,2.3094010767585034,1.3333333333333333
0,65,10.0,286.7,1962.1,0.9242537042511783,3.5682482323055424,7.414213562373095,0.6666666666666666,7.18811399176543,2.744269892227447
0,66,1.0,290.0,1461.0,0.0,1.1283791670955126,0.0,1.0,0.0,0.0
0,67,2.0,295.0,2765.5,1.0,1.5957691216057308,0.0,1.0,2.0,0.0
0,68,1041.0,331.55043227665703,3459.339097022094,0.8971994138528936,36.40662530459675,511.866053071732,0.4053738317757009,89.40360648282461,39.48292552612255
0,69,1.0,297.0,2373.0,0.0,1.1283791670955126,0.0,1.0,0.0,0.0
0,70,1.0,325.0,3153.0,0.0,1.1283791670955126,0.0,1.0,0.0,0.0
0,71,7.0,332.85714285714283,707.4285714285714,0.8339163421100155,2.985410660720923,7.863961030678928,0.7777777777777778,4.3036987575071395,2.375172059189387
0,72,1.0,334.0,3314.0,0.0,1.1283791670955126,0.0,1.0,0.0,0.0
0,73,392.0,357.23214285714283,1592.8852040816328,0.8866229421723908,22.34076770248023,209.75230867899734,0.45794392523364486,47.782173228377786,22.098919783572793
0,74,8.0,344.25,3456.625,0.747102836415358,3.1915382432114616,8.242640687119286,1.0,3.9722133299273006,2.6403638502198645
0,75,1.0,354.0,0.0,0.0,1.1283791670955126,0.0,1.0,0.0,0.0
0,76,198.0,370.87373737373736,3371.540404040404,0.8034387741318827,15.877702285203682,130.1543289325507,0.515625,27.3749018762411,16.298671196847774
0,77,9.0,376.1111111111111,2073.777777777778,0.7674222492933248,3.385137501286538,10.242640687119286,0.75,5.317652462965418,3.4093704479007654
0,78,4.0,381.25,1285.5,0.836165849461683,2.256758334191025,3.414213562373095,0.8,3.3957515919379726,1.8624905706743122
0,79,2.0,385.5,370.0,1.0,1.5957691216057308,0.0,1.0,2.0,0.0
0,80,200.0,410.685,3489.885,0.8531171045825466,15.957691216057308,123.36143571373725,0.5025125628140703,31.831996280055467,16.607372243270007
0,81,4.0,407.25,2929.0,0.7905694150420949,2.256758334191025,4.621320343559642,1.0,2.8284271247461903,1.7320508075688772
0,82,122.0,419.4754098360656,3592.032786885246,0.8955361695902903,12.463355264843006,82.39087296526012,0.4939271255060729,28.829392654277914,12.82875479566884
0,83,1.0,416.0,3074.0,0.0,1.1283791670955126,0.0,1.0,0.0,0.0
0,84,1.0,416.0,3076.0,0.0,1.1283791670955126,0.0,1.0,0.0,0.0
0,85,1357.0,443.2940309506264,3415.504053058217,0.6797538906787531,41.56664603026825,654.5117600329311,0.5003687315634219,66.47739667711365,48.75720060386677
0,86,1.0,418.0,3074.0,0.0,1.1283791670955126,0.0,1.0,0.0,0.0
0,87,7.0,421.42857142857144,2956.4285714285716,0.96014138283529,2.985410660720923,7.414213562373095,0.7777777777777778,5.719243150226765,1.5986131211250625
0,88,1.0,425.0,2954.0,0.0,1.1283791670955126,0.0,1.0,0.0,0.0
0,89,4.0,434.5,1003.25,0.836165849461683,2.256758334191025,3.414213562373095,0.8,3.3957515919379726,1.8624905706743122
0,90,283.0,449.1943462897527,3453.1590106007066,0.7650427078318356,18.982275710779543,143.9827560572969,0.6738095238095239,26.987137434068877,17.379164502719618
0,91,272.0,464.3970588235294,3573.518382352941,0.9556345232448954,18.609705966725112,135.26093065034894,0.6601941747572816,39.15693356227205,11.533871227289723
0,92,6.0,454.6666666666667,891.5,0.8703882797784891,2.763953195770684,6.414213562373095,1.0,3.8297084310253524,1.8856180831641272
0,93,1.0,455.0,839.0,0.0,1.1283791670955126,0.0,1.0,0.0,0.0
0,94,218.0,471.74311926605503,3341.908256880734,0.8918465313885925,16.66031874701878,117.5685424949238,0.6855345911949685,29.051017279934168,13.140882207972613
0,95,1435.0,506.38606271777,3332.3240418118467,0.767985657543501,42.744575640599805,644.8549057834388,0.5504411200613732,69.45597415501796,44.48426220346829
0,96,1.0,491.0,430.0,0.0,1.1283791670955126,0.0,1.0,0.0,0.0
0,97,11.0,494.45454545454544,2485.0,0.8567618005125942,3.742410318509555,10.035533905932738,0.7857142857142857,5.541548184182099,2.8578447788918346
0,98,3.0,498.0,2748.0,1.0,1.9544100476116797,1.0,1.0,3.265986323710904,0.0
0,99,2.0,509.5,472.0,1.0,1.5957691216057308,0.0,1.0,2.0,0.0
0,100,1.0,523.0,3388.0,0.0,1.1283791670955126,0.0,1.0,0.0,0.0
0,101,2858.0,586.1385584324703,3257.5979706088174,0.6382857419015324,60.32344999130185,1054.821463918559,0.4919951798932691,91.7764361886982,70.64945716278554
0,102,1.0,534.0,1093.0,0.0,1.1283791670955126,0.0,1.0,0.0,0.0
0,103,10.0,537.0,3337.4,0.8023410415544137,3.5682482323055424,9.449747468305834,0.7692307692307693,4.905749667443553,2.928074486821923
0,104,1.0,547.0,311.0,0.0,1.1283791670955126,0.0,1.0,0.0,0.0
0,105,8.0,555.0,2208.0,0.9101797211244547,3.1915382432114616,8.414213562373096,0.8888888888888888,5.226251859505506,2.164784400584788
